question_id	verdict	summary	timestamp
Q14.4a	INCONCLUSIVE	Priority queue structurally feasible (~25 lines); signal_detection volume too low for measurement (n=5 all-time, 0.23 calls/day; need n=100+ for reliable p95 = 435 days); analytical prediction HEALTHY (p95 ~2-4s inference-only, no queue wait); signal_detection_timeout=180s is named for one type but applies to ALL LLM calls — should be reduced to 15s	2026-03-15T03:40:00Z
Q15.3	FAILURE	signal_detection_timeout=180s is global — single httpx.AsyncClient, no per-caller override in config or generate() signature; 43 production events with latency_ms>60,000ms (consolidation=16, fact_extraction=27); max observed semaphore holds: consolidation=248s, fact_extraction=229s; 180s ceiling applies to all 8 prompt types; timeout named for lowest-volume type (signal_detection n=5, max=8.5s) but governs highest-volume types	2026-03-14T00:00:00Z
Q15.4	FAILURE	No sub-bucket below 50 chars achieves ≥70% empty rate; 25-49 bucket: 50.0% empty (n=4,951, 21.7% of total); 45-49 sub-bucket is closest at 61.2%; 30-44 chars are worse than overall average (34-42% empty); input_chars is not a reliable proxy for content type; length-based pre-filter unjustified — would discard 50% legitimate calls; metadata null — no content characterization possible without instrumentation	2026-03-14T00:00:00Z
Q15.1	INCONCLUSIVE	Store-time dedup drop path fires silently in 3 code locations; 0 audit entries, 0 metrics counter — hit rate unquantifiable; threshold was raised 0.90->0.92 confirming observed false dedup	2026-03-15T04:10:00Z
Q15.2	WARNING	observer.py semantic dedup: zero log call before continue (invisible drop); signals.py: DEBUG log present (recoverable); Docker json-file driver persists 30MB (3x10m); no structlog.configure() — stdout only; no file sink or log aggregator	2026-03-14T00:00:00Z
Q15.5	HEALTHY	67% (14/21) fast-fail empties are single-line membench telemetry/session blobs (newline density <0.2%); all Qdrant samples >=1000 chars confirmed single-line; hypothesis of minified JS/lock files NOT confirmed — actual source is membench synthetic logs + session summaries; newline-density pre-filter in fact_extractor.py would eliminate fast-fail waste without file_ext; 7 slow-fail rows (7-14s) are the real semaphore risk from Q14.4b	2026-03-15T05:00:00Z
Q16.1	INCONCLUSIVE	recall_dedup_hits_total absent from /metrics; prerequisite counter instrumentation not deployed; 6 metrics families present, none dedup-related	2026-03-14T23:30:00Z
Q16.2	INCONCLUSIVE	observer.py bare continue at line 176 unchanged; logger.debug fix not deployed; observer semantic dedup remains fully invisible	2026-03-14T23:31:00Z
Q16.3	FAILURE	generate() has no timeout parameter; httpx.AsyncClient baked with 180s global timeout; 43 production events >60s persist; per-caller timeout not implemented	2026-03-14T23:32:00Z
Q16.4	FAILURE	9-cell matrix 2/12 covered; memory.py 0/3, signals.py 2/3 (DEBUG structlog only), observer.py 0/3; compound gap from Q14.3+Q15.1+Q15.2 persists	2026-03-14T23:33:00Z
Q16.5	INCONCLUSIVE	file_extension absent from prompt_metrics schema; metadata null for all rows; prerequisite instrumentation not deployed; content-type filter blocked	2026-03-14T23:34:00Z
Q16.3b	HEALTHY	httpx per-request timeout correctly overrides AsyncClient-level default; client.post(..., timeout=N) wins over constructor timeout; Q16.3 fix approach is architecturally sound	2026-03-14T23:35:00Z
Q16.3a	INCONCLUSIVE	Blocked on prerequisite: generate() timeout parameter not deployed; post-deploy p99 measurement not possible	2026-03-14T23:40:00Z
Q16.4a	INCONCLUSIVE	Blocked on prerequisite: recall_dedup_hits_total counter not deployed; dedup drop volume not measurable	2026-03-14T23:40:00Z
Q16.4b	FAILURE	except:pass at memory.py:258 swallows all importance-inheritance failures silently; qdrant.update_importance() has no internal error handling; path never confirmed in production	2026-03-14T23:41:00Z
Q18.1	WARNING	asyncio.gather() no return_exceptions=True; gather failure logged at ERROR by outer handler; partial Qdrant writes untracked; _log_decay_audit skipped on failure	2026-03-14T23:55:00Z
Q18.2	WARNING	_track_access() fire-and-forget task; bare awaits at lines 1542-1555; asyncio "task exception never retrieved" logged at ERROR; per-memory partial writes and early loop termination untracked	2026-03-14T23:56:00Z
Q19.1	HEALTHY	decay.py:184 is the sole unguarded write-gather; consolidation.py has zero gather calls; contradiction_backfill.py correctly uses return_exceptions=True; all 13 other gathers are read-only	2026-03-14T00:30:00Z
Q19.2	HEALTHY	_store_retrieval_context has full method try/except; writes Redis-only (ephemeral TTL=2h); _emit_retrieval_activity also guarded; only _track_access carries Q18.2 bare-await pattern	2026-03-14T00:45:00Z
Q19.3	WARNING	Semaphore(1) FIFO confirmed; timeout releases semaphore correctly; but per-caller timeout bounds inference phase only; interactive 15s caller can wait 89s in queue behind consolidation; total latency up to 105s; priority routing needed for SLA compliance	2026-03-14T01:00:00Z
Q19.4	WARNING	889 memories at exactly 0.5 default (21x spike above uniform expectation, 4.3% of corpus); 99% never-accessed; decay working (peak at 0.3-0.4); Q16.4b importance-inheritance bug contributes but cannot be isolated without creation-time data	2026-03-14T01:20:00Z
Q19.5	WARNING	Batch admin scan 2026-02-19 found 129 near-duplicates (2.8% of 4,602-memory corpus at threshold 0.90); audit proxy fails (creates = successful stores only, no total-attempts counter); threshold history 0.95→0.90→0.92 all qualitative — no precision/recall measurement ever performed	2026-03-14T01:45:00Z
Q19.6	FAILURE	Split-brain confirmed: qdrant.mark_superseded() bare await at line 282 then neo4j.mark_superseded() bare await at line 283 — Neo4j failure after Qdrant success = permanent divergence; all 4 Neo4j write methods propagate exceptions nakedly; partial-iteration loop (N-source cluster) has no compensating logic; divergence is permanent (Qdrant excludes source from future consolidation runs)	2026-03-14T02:10:00Z
Q20.1	WARNING	superseded_mismatches=0 (Q19.6 split-brain not active); 1,315 importance_mismatches (6.3% corpus drift); 2 Neo4j orphans; reconcile ARQ cron weekly Sunday 5:30am but zero audit_log entries — last run unverifiable; 9 memories with neo4j=0.0/qdrant=0.3-0.8 unexplained	2026-03-15T02:30:00Z
Q20.2	HEALTHY	scroll_all cursor-paginated (100/page, 209 round trips at 20K corpus, ~1s); neo4j.get_bulk_memory_data uses single UNWIND Cypher query; ARQ 30-min breach modeled at 36M memories (99+ years at current growth); minor: full corpus accumulated in-memory (~30MB at current size)	2026-03-15T02:50:00Z
Q20.3	HEALTHY	25 active at 0.5 (down from 889 in Q19.4 26h prior — 97% drain); all created today; 92% semantic; fresh-creates hypothesis confirmed; Q16.4b not a persistent cluster contributor	2026-03-15T03:10:00Z
Q20.4	HEALTHY	0 pairs at 0.90; 1 pair at 0.95 default; 0.90-0.92 band empty — raise was correct; secondary: 5882 active of 20889 total (72% superseded)	2026-03-15T05:35:00Z
Q20.5	FAILURE	Compound state reachable via Q18.1+Q19.6; reconcile Step A importance fix overwritten by Step B mark_superseded(importance=0.0); 2 passes needed; explains Q20.1 sub-pattern-A (9 instances)	2026-03-15T05:55:00Z
Q20.6	HEALTHY	694 entries = 9 per slot (8 users+system) x 4/day; single zero-day 2026-02-23 (4.7% of invocations); last 7 days 100% coverage; no systematic Q18.1 gaps detectable	2026-03-15T06:10:00Z
Q21.1	HEALTHY	importance=0.0 in neo4j.mark_superseded is vestigial; all importance-filtering queries also have superseded_by IS NULL; activation scaling uses 'or 0.5' fallback; removal is safe and directly fixes Q20.5 reconcile two-pass convergence (one-line deletion)	2026-03-15T07:00:00Z
Q21.2	HEALTHY	repair=true single-pass convergence; 1315→2 mismatches since Q20.1 (Sunday 05:30 cron resolved 1313); 2 sub-pattern-A residuals (neo4j=0.0 qdrant=0.4) fixed in 1 pass; 0 mismatches post-repair; repair response shows pre-repair state (observability gap)	2026-03-15T07:15:00Z
Q21.3	WARNING	causal_extractor uses include_superseded=True in live store path; safe GC criteria: age>=30d + successor active + Neo4j simultaneous cleanup; 15007 superseded but most <22 days old (below 30d threshold); no GC mechanism exists; unbounded accumulation ~600/day	2026-03-15T07:30:00Z
Q21.4	HEALTHY	superseded_by/invalid_at are flat string fields; client.delete_payload(keys=[superseded_by,invalid_at],points=[id]) removes both atomically; IsNullCondition treats absent as NULL → memory reappears in active scroll; qdrant.unmark_superseded() is 4 lines; Neo4j side needs complementary helper	2026-03-15T07:50:00Z
Q21.5	WARNING	7/10 decay_run entries per slot processed=0 (ghost users); get_distinct_user_ids() scans all 20923 points incl superseded; audit INSERT lacks user_id field (ghost identity unresolvable); primary user processed twice/slot (overdecay 4%/run); fix: add IsNullCondition to get_distinct_user_ids()	2026-03-15T08:15:00Z
Q21.6	HEALTHY	postgres_store importable in reconcile via 1-line import; log_audit() fire-and-forget supports metadata dicts; ~9 LOC across reconcile.py + ops.py; enables last-run-date query and repair trend detection	2026-03-15T08:30:00Z
Q22.1	FAILURE	system/null run processes ALL active memories (no user_id filter via _user_conditions(None)=[]);  every named-user memory double-decayed per slot; importance * 0.96^2 = 0.9216 instead of 0.96; corpus decays 2x faster than intended; fix: add IsNullCondition to system run or remove it	2026-03-15T09:00:00Z
Q22.2	WARNING	all 7 ghost users are exhausted (active=0, superseded>0) proven by get_distinct_user_ids() logic; stale user_ids not in PostgreSQL users table; ghost count grows with supersedure rate; NEW ANOMALY: user_id=2 absent from decay loop 2026-03-15T00:16+, 521 importance mismatches re-appeared	2026-03-15T09:30:00Z
Q22.3	WARNING	0 superseded memories >=30 days old; earliest audit log consolidation 2026-03-02 (13d); 30-day batch available ~2026-04-01; audit capped at 1000 entries (pre-03-02 history invisible); 507-entry overnight wave (Q22.2 anomaly) reaches 14d threshold 2026-03-27	2026-03-15T10:00:00Z
Q22.4	HEALTHY	all 8 audit schema fields available as local variables at insertion point; ops.py needs 9-11 LOC (no stats dict, individual variables); total ~14-16 LOC across both files vs Q21.6 estimate of ~9; no extraction needed	2026-03-15T10:30:00Z
Q22.5	HEALTHY	REMOVE Cypher pattern established in ops.py:348 and reconcile.py:65 (identical inline); neo4j_store.py has no REMOVE yet but pattern is proven; existing code omits invalid_at removal (minor bug); unmark_superseded() is 8-line promotion of inline pattern	2026-03-15T10:45:00Z
Q22.6	HEALTHY	response built from pre-repair lists at function end (clear scan/repair/response phases); 6 LOC fix: add importance_repairs/superseded_repairs counters + post_repair_* response fields; no re-scan needed	2026-03-15T11:00:00Z
Q22.7	HEALTHY	_log_decay_audit() called per-user from worker.run() which has user_id in scope; audit_log.user_id column exists (migration postgres_store.py:172); 4 LOC fix (signature + INSERT + call site); historical backfill not practical (identical timestamps, indistinguishable ghost entries)	2026-03-15T11:15:00Z
Q22.8	HEALTHY	CAUSAL_PRECEDES does not exist (schema error in question); actual types DECIDED_BECAUSE/ATTEMPTED_BEFORE/REVERTED_DUE_TO; find_related() filters superseded_by IS NULL making GC of superseded causal targets info-equivalent to current traversal; estimated <3pct of 83830 total rels are causal; ~0.3pct superseded targets; 30-day GC safe; prod Neo4j auth blocked (bolt:7687 open but wrong pwd)	2026-03-15T12:00:00Z
Q22.9	WARNING	ARQ decay worker had 6-hour outage (18:15-00:01); 521 importance mismatches confirmed as Q21.1 bug in production (neo4j.mark_superseded importance=0.0 vs Qdrant unchanged on every consolidation); user_id=2 not deleted — consolidated into user_id=None merged form, disappears from get_distinct_user_ids() when all originals superseded; proc=2 pattern in every decay slot confirms 2 active memories until ~06:15; dec=4544 at 00:01 is time-based catch-up decay not deletion; active corpus grew 5693->5936 confirming no data loss	2026-03-15T13:00:00Z
Q23.1	WARNING	Importance floor confirmed at 0.05 — zero memories below retrieval threshold; 673 at floor (11.80f active corpus); 12 confirmed premature casualties (at floor due to double-decay, would survive under single-decay; avg 1.4d early); median 3-7d importance = 79.3% of expected (just below HEALTHY threshold 80%); ~217 importance units stolen across 5051 non-floored memories; corpus span 28 days, ~168 double-decay slots; floor is the primary defense against catastrophic loss	2026-03-15T14:00:00Z
Q23.2	FAILURE	Q22.1 double-decay still active — 06:45 and 06:49 both show proc=5936 (double full-corpus system runs 4 min apart); slot evolved through 4 phases: Phase1 [system+7ghost+system] Mar12-13, Phase2 [system+7ghost+user_id=2+system] Mar14, Phase3 [7ghost+user_id=2 only] post-restart 00:16/06:15, Phase4 [system+system] current 06:45+; bug has been active in all phases except Phase3; user_id=2 absent from decay since 06:15 (consolidated); Tier-0 fix not deployed	2026-03-15T14:30:00Z
Q23.3	HEALTHY	All user_ids stored as int in Qdrant (no float/string) — type inconsistency theory ruled out; CORRECTION to Q22.9: proc=2 means "2 memories processed" not "user_id=2 processed"; user with 2 active memories in per-user decay loop is user_id=71 (not user_id=2); user_id=2 does not exist in corpus (0 active + 0 superseded); attribution loss concern from Q22.9 structurally valid — user_id=71 is at risk	2026-03-15T15:00:00Z
Q23.4	WARNING	Reconcile API changed scope to active-only — 521 superseded Q21.1 mismatches no longer visible (actual count ~754 and growing at ~700/day); consolidation audit confirms 299 consolidations/day × 2.3 sources = ~688 supersedures/day matching Q21.3 estimate; NEW: 50 active memories have neo4j_importance=0.0 while Qdrant=0.7+ (sync bug affecting graph traversal ranking); Q21.1 fix still not deployed	2026-03-15T15:30:00Z
Q23.5	HEALTHY	Consolidation runs on 1-hour fixed cron schedule (NOT continuous) — 3528-3540 second inter-batch gaps confirmed; batch duration ~64s; 1-28 consolidations per batch; natural termination when similar pairs exhausted; Q22.9 "runs continuously" was misinterpretation of single hourly batch; rate 299/day average with self-regulating variability tracking corpus freshness	2026-03-15T15:45:00Z
Q23.7	HEALTHY	Floor configured constant decay_default_floor=0.05 in tuning_config.py; 3-tier graph-aware floors (hub=0.3 mod=0.15 default=0.05); min=0.05 in live corpus (5958 active, 0 below floor, 632 at floor); double-decay bounded by floor; GC threshold 0.3 above floor but requires age>30d+access_count=0	2026-03-15T07:52:24Z
Q24.1	FAILURE	Double-decay fix NOT deployed; _user_conditions(None) returns [] (qdrant.py:112-114 unchanged); 15 slots all show 2 full-corpus runs; 3-7d cohort ratio=0.793 (identical to Q23.1 baseline, zero recovery); 632 memories (10.6%) floor-clamped; Mar15 timing anomaly (possible restart); 12th consecutive wave confirming no remediation	2026-03-16T10:00:00Z
Q24.2	FAILURE	mark_superseded fix NOT deployed; neo4j_store.py:391 still sets m.importance=0.0; reconcile shows 92 importance mismatches (all superseded); weekly Sunday 5:30am reconcile auto-repairs but resumes immediately; ~796 supersedures/day → ~5572 mismatches/week cycle; retrieval unaffected (find_related filters superseded)	2026-03-16T10:15:00Z
Q24.3	HEALTHY	Active-memory creation-path bug ruled out; all 92 mismatch IDs are superseded (not in active export); Q23.4 "50 active mismatches" were temporal artifacts (memories created then superseded within hours); create_memory_node() explicitly sets importance=memory.importance; 0 active importance mismatches confirmed; Wave 23 "High severity" active sync risk closed	2026-03-16T10:20:00Z
Q24.4	HEALTHY	Reconcile scope is full-corpus (include_superseded=True) in both reconcile.py:23 and ops.py:262; Q23.4 "active-only scope change" assertion was incorrect; qdrant_total=21043 confirms full-corpus scan; weekly repair cycle handles superseded mismatches; no scope regression and no backlog decision needed	2026-03-16T10:25:00Z
Q24.5	FAILURE	Consolidation user_id attribution fix NOT deployed; consolidation.py:235 Memory() constructor has no user_id argument; merged memories stored with user_id=None; ~796 merged memories/day lose user attribution; Q22.9 WARNING root cause confirmed undeployed	2026-03-16T10:30:00Z
